DESCRIPTION,FAMILY_ID,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir
OG0005527,4580,0,0,3,1
OG0005528,4581,1,2,1,1
OG0005529,4582,1,1,3,1
OG0005532,4583,1,0,4,1
OG0005533,4584,1,1,2,2
OG0005534,4585,2,1,1,2
OG0005538,4586,1,1,2,1
OG0005539,4587,1,1,1,1
OG0005540,4588,1,1,1,2
OG0005541,4589,0,0,1,5
OG0005544,4590,1,0,1,4
OG0005546,4591,0,0,2,1
OG0005547,4592,1,1,2,1
OG0005548,4593,1,2,2,1
OG0005549,4594,2,0,3,1
OG0005550,4595,2,2,1,1
OG0005551,4596,2,1,1,2
OG0005552,4597,1,2,1,1
OG0005553,4598,1,2,1,2
OG0005554,4599,1,1,1,1
OG0005555,4600,1,2,1,1
OG0005557,4601,2,2,1,1
OG0005558,4602,1,2,2,1
OG0005559,4603,3,0,2,1
OG0005560,4604,2,1,2,1
OG0005561,4605,0,0,5,1
OG0005562,4606,0,1,3,2
OG0005564,4607,1,0,3,1
OG0005566,4608,1,1,2,1
OG0005567,4609,0,0,3,3
OG0005568,4610,1,0,2,2
OG0005569,4611,1,0,4,1
OG0005572,4612,1,1,1,1
OG0005573,4613,1,1,2,1
OG0005574,4614,2,0,3,1
OG0005575,4615,1,1,2,2
OG0005578,4616,1,0,4,1
OG0005579,4617,1,1,2,1
OG0005580,4618,2,0,1,1
OG0005581,4619,1,2,2,1
OG0005583,4620,3,1,1,1
OG0005585,4621,2,2,1,1
OG0005586,4622,1,1,2,2
OG0005587,4623,1,1,3,1
OG0005588,4624,3,1,1,1
OG0005589,4625,0,0,3,2
OG0005590,4626,1,0,3,1
OG0005591,4627,2,1,2,1
OG0005593,4628,0,1,2,1
OG0005594,4629,1,1,3,1
OG0005596,4630,2,0,2,2
OG0005598,4631,1,2,2,1
OG0005600,4632,1,2,1,2
OG0005601,4633,1,1,1,2
OG0005602,4634,1,1,3,1
OG0005603,4635,1,2,1,1
OG0005606,4636,1,2,1,2
OG0005607,4637,1,0,4,1
OG0005608,4638,1,1,3,1
OG0005610,4639,2,1,2,1
OG0005611,4640,1,2,1,1
OG0005612,4641,1,1,3,1
OG0005613,4642,2,1,1,1
OG0005614,4643,1,1,1,1
OG0005615,4644,3,1,1,1
OG0005616,4645,3,0,2,1
OG0005617,4646,1,1,3,1
OG0005618,4647,2,1,2,1
OG0005619,4648,2,1,1,1
OG0005620,4649,1,2,1,2
OG0005621,4650,2,1,1,1
OG0005624,4651,1,3,1,1
OG0005625,4652,1,1,3,1
OG0005626,4653,1,1,2,1
OG0005627,4654,1,1,2,1
OG0005628,4655,1,1,2,2
OG0005629,4656,1,1,1,2
OG0005630,4657,1,0,3,1
OG0005631,4658,1,2,1,2
OG0005632,4659,1,1,3,1
OG0005633,4660,1,1,3,1
OG0005634,4661,1,1,3,1
OG0005635,4662,0,2,1,1
OG0005636,4663,1,3,1,1
OG0005637,4664,1,2,2,1
OG0005638,4665,1,2,2,1
OG0005639,4666,0,4,1,1
OG0005641,4667,1,0,2,1
OG0005642,4668,2,1,1,1
OG0005645,4669,0,1,4,1
OG0005647,4670,1,1,2,2
OG0005648,4671,1,1,1,2
OG0005649,4672,1,1,1,1
OG0005650,4673,0,0,1,5
OG0005651,4674,1,1,1,2
OG0005652,4675,1,1,1,1
OG0005653,4676,0,3,1,2
OG0005654,4677,2,1,2,1
OG0005655,4678,1,1,1,1
OG0005656,4679,2,1,2,1
OG0005657,4680,0,0,2,1
OG0005658,4681,2,1,1,1
OG0005659,4682,1,0,2,1
OG0005661,4683,1,1,1,1
OG0005662,4684,2,1,1,1
OG0005664,4685,1,2,2,1
OG0005665,4686,1,3,1,1
OG0005667,4687,1,1,3,1
OG0005668,4688,2,1,1,1
OG0005669,4689,1,1,3,1
OG0005670,4690,2,1,1,2
OG0005672,4691,1,1,3,1
OG0005673,4692,1,1,2,2
OG0005674,4693,0,1,1,1
OG0005676,4694,1,1,1,1
OG0005677,4695,0,0,1,1
OG0005678,4696,1,2,1,1
OG0005680,4697,0,1,2,3
OG0005682,4698,2,0,2,1
OG0005683,4699,2,1,1,2
OG0005684,4700,1,1,3,1
OG0005685,4701,1,1,2,1
OG0005687,4702,1,0,3,2
OG0005688,4703,3,0,2,1
OG0005690,4704,0,2,2,1
OG0005693,4705,1,2,2,1
OG0005694,4706,3,1,1,1
OG0005695,4707,1,1,2,1
OG0005698,4708,1,2,2,1
OG0005699,4709,1,3,1,1
OG0005700,4710,1,1,2,1
OG0005701,4711,1,1,3,1
OG0005702,4712,2,1,1,1
OG0005703,4713,1,1,1,2
OG0005704,4714,2,1,2,1
OG0005706,4715,0,2,2,2
OG0005707,4716,0,0,4,1
OG0005708,4717,2,1,1,1
OG0005710,4718,1,0,4,1
OG0005715,4719,1,2,1,1
OG0005716,4720,1,1,2,1
OG0005718,4721,1,0,2,1
OG0005719,4722,1,1,1,1
OG0005720,4723,1,1,2,1
OG0005721,4724,0,1,4,1
OG0005722,4725,1,1,1,1
OG0005723,4726,2,2,1,1
OG0005724,4727,1,2,1,1
OG0005725,4728,2,1,1,1
OG0005726,4729,2,2,1,1
OG0005727,4730,1,1,1,1
OG0005728,4731,1,1,3,1
OG0005729,4732,1,1,2,1
OG0005730,4733,1,2,1,2
OG0005732,4734,3,1,1,1
OG0005734,4735,0,0,3,3
OG0005735,4736,2,1,2,1
OG0005737,4737,2,1,2,1
OG0005738,4738,1,2,1,1
OG0005739,4739,1,3,1,1
OG0005740,4740,1,1,1,1
OG0005741,4741,2,1,2,1
OG0005742,4742,3,1,1,1
OG0005743,4743,2,0,2,2
OG0005745,4744,1,1,1,2
OG0005746,4745,1,2,1,2
OG0005747,4746,2,2,1,1
OG0005748,4747,1,2,2,1
OG0005749,4748,2,1,1,1
OG0005750,4749,1,2,1,2
OG0005751,4750,2,1,2,1
OG0005752,4751,0,1,1,1
OG0005753,4752,1,1,3,1
OG0005755,4753,2,1,2,1
OG0005756,4754,1,3,1,1
OG0005757,4755,1,1,1,1
OG0005758,4756,4,0,1,1
OG0005759,4757,1,2,2,1
OG0005761,4758,1,2,2,1
OG0005762,4759,1,1,2,2
OG0005763,4760,1,1,2,1
OG0005764,4761,1,1,2,1
OG0005766,4762,1,2,2,1
OG0005767,4763,1,2,2,1
OG0005768,4764,0,0,5,1
OG0005769,4765,1,0,3,1
OG0005771,4766,1,1,3,1
OG0005773,4767,0,1,1,3
OG0005774,4768,3,0,1,2
OG0005775,4769,3,1,1,1
OG0005776,4770,1,2,2,1
OG0005777,4771,1,1,1,2
OG0005780,4772,0,0,1,5
OG0005781,4773,1,1,2,2
OG0005784,4774,2,0,2,2
OG0005785,4775,2,2,1,1
OG0005786,4776,1,1,2,1
OG0005787,4777,1,1,3,1
OG0005792,4778,1,1,1,1
OG0005794,4779,2,1,1,1
OG0005796,4780,1,1,3,1
OG0005797,4781,1,2,1,1
OG0005798,4782,1,1,3,1
OG0005800,4783,1,1,2,1
OG0005802,4784,1,1,1,1
OG0005804,4785,1,0,4,1
OG0005805,4786,2,1,2,1
OG0005807,4787,2,1,2,1
OG0005808,4788,1,1,1,1
OG0005809,4789,1,1,2,1
OG0005810,4790,1,1,1,1
OG0005813,4791,1,2,1,2
OG0005815,4792,3,1,1,1
OG0005816,4793,1,1,2,1
OG0005817,4794,1,1,1,1
OG0005818,4795,4,0,1,1
OG0005819,4796,1,1,1,1
OG0005820,4797,2,1,1,1
OG0005821,4798,2,1,1,2
OG0005822,4799,2,1,1,2
OG0005823,4800,0,2,1,2
OG0005825,4801,2,1,2,1
OG0005826,4802,1,1,1,1
OG0005827,4803,1,2,2,1
OG0005828,4804,1,1,1,2
OG0005829,4805,2,1,1,2
OG0005830,4806,1,1,2,1
OG0005831,4807,1,1,2,1
OG0005832,4808,0,3,2,1
OG0005833,4809,1,1,1,2
OG0005834,4810,1,0,1,3
OG0005836,4811,1,1,1,1
OG0005837,4812,1,2,2,1
OG0005838,4813,1,1,1,3
OG0005839,4814,1,0,1,1
OG0005841,4815,1,1,1,1
OG0005845,4816,1,1,2,1
OG0005846,4817,2,1,2,1
OG0005847,4818,1,2,1,2
OG0005848,4819,1,1,3,1
OG0005849,4820,1,1,1,2
OG0005850,4821,2,1,2,1
OG0005851,4822,3,1,1,1
OG0005852,4823,2,1,2,1
OG0005854,4824,1,1,2,2
OG0005855,4825,2,0,2,1
OG0005857,4826,1,3,1,1
OG0005858,4827,3,1,1,1
OG0005859,4828,1,1,1,2
OG0005860,4829,2,1,1,1
OG0005862,4830,3,1,1,1
OG0005863,4831,2,1,2,1
OG0005865,4832,1,2,2,1
OG0005868,4833,0,2,2,2
OG0005869,4834,2,2,1,1
OG0005870,4835,2,1,1,2
OG0005871,4836,1,1,3,1
OG0005872,4837,1,3,1,1
OG0005873,4838,1,1,1,3
OG0005874,4839,2,1,2,1
OG0005875,4840,1,1,2,1
OG0005876,4841,2,1,1,2
OG0005877,4842,2,0,2,2
OG0005878,4843,1,1,1,1
OG0005879,4844,1,1,2,2
OG0005881,4845,2,2,1,1
OG0005882,4846,1,1,1,3
OG0005883,4847,2,1,1,1
OG0005884,4848,2,1,1,1
OG0005888,4849,1,1,2,1
OG0005889,4850,3,1,1,1
OG0005890,4851,2,1,2,1
OG0005891,4852,1,1,2,1
OG0005892,4853,0,2,1,1
OG0005893,4854,2,2,1,1
OG0005895,4855,1,1,2,2
OG0005896,4856,1,1,2,1
OG0005897,4857,1,1,2,2
OG0005898,4858,0,1,2,1
OG0005899,4859,3,0,1,2
OG0005900,4860,1,1,1,2
OG0005901,4861,1,2,2,1
OG0005903,4862,1,1,2,1
OG0005904,4863,1,1,2,1
OG0005905,4864,1,1,1,1
OG0005906,4865,2,1,2,1
OG0005907,4866,2,1,2,1
OG0005908,4867,1,1,2,2
OG0005909,4868,2,1,2,1
OG0005910,4869,1,0,3,1
OG0005911,4870,2,1,2,1
OG0005912,4871,2,1,1,2
OG0005913,4872,1,1,2,2
OG0005915,4873,1,2,2,1
OG0005917,4874,3,0,2,1
OG0005918,4875,1,2,2,1
OG0005919,4876,1,2,2,1
OG0005920,4877,2,1,1,1
OG0005923,4878,0,3,1,2
OG0005924,4879,1,3,1,1
OG0005926,4880,2,1,2,1
OG0005927,4881,1,3,1,1
OG0005928,4882,2,0,2,1
OG0005929,4883,1,1,1,3
OG0005930,4884,1,1,1,1
OG0005931,4885,1,1,1,2
OG0005932,4886,1,2,1,1
OG0005933,4887,1,1,2,2
OG0005934,4888,1,2,2,1
OG0005936,4889,1,0,3,1
OG0005938,4890,2,1,1,1
OG0005939,4891,1,0,4,1
OG0005940,4892,0,1,2,1
OG0005941,4893,2,1,1,2
OG0005942,4894,1,2,1,2
OG0005943,4895,2,0,2,1
OG0005944,4896,1,3,1,1
OG0005946,4897,1,0,1,1
OG0005947,4898,2,1,2,1
OG0005948,4899,1,1,1,2
OG0005949,4900,1,2,1,1
OG0005950,4901,1,1,1,1
OG0005951,4902,2,1,2,1
OG0005952,4903,1,1,2,1
OG0005953,4904,1,2,2,1
OG0005957,4905,1,1,2,2
OG0005958,4906,1,1,2,2
OG0005959,4907,1,1,2,1
OG0005960,4908,1,1,2,2
OG0005961,4909,2,1,1,2
OG0005962,4910,1,0,4,1
OG0005963,4911,1,0,2,3
OG0005964,4912,1,1,2,1
OG0005966,4913,0,3,1,1
OG0005968,4914,2,1,2,1
OG0005969,4915,1,1,1,1
OG0005970,4916,1,0,1,1
OG0005972,4917,1,1,2,2
OG0005975,4918,1,2,2,1
OG0005977,4919,1,3,1,1
OG0005979,4920,1,1,3,1
OG0005982,4921,2,1,1,1
OG0005983,4922,1,1,1,3
OG0005985,4923,1,1,1,2
OG0005986,4924,1,0,1,2
OG0005987,4925,1,2,1,1
OG0005988,4926,2,2,1,1
OG0005990,4927,2,0,1,2
OG0005992,4928,1,1,2,2
OG0005994,4929,1,1,2,1
OG0005995,4930,1,1,2,1
OG0005996,4931,1,1,2,2
OG0005997,4932,1,1,1,2
OG0005998,4933,1,1,2,1
OG0005999,4934,1,1,1,1
OG0006000,4935,2,1,2,1
OG0006001,4936,2,1,2,1
OG0006002,4937,2,1,2,1
OG0006005,4938,3,0,1,2
OG0006006,4939,1,1,1,1
OG0006007,4940,1,2,1,1
OG0006008,4941,0,4,1,1
OG0006009,4942,1,1,1,3
OG0006012,4943,3,1,1,1
OG0006013,4944,3,1,1,1
OG0006015,4945,2,2,1,1
OG0006016,4946,0,0,1,3
OG0006017,4947,3,1,1,1
OG0006018,4948,1,1,2,2
OG0006019,4949,2,0,2,2
OG0006020,4950,1,0,4,1
OG0006022,4951,1,3,1,1
OG0006023,4952,1,1,3,1
OG0006024,4953,1,1,2,1
OG0006025,4954,0,1,3,2
OG0006026,4955,1,3,1,1
OG0006029,4956,1,1,3,1
OG0006030,4957,2,1,2,1
OG0006031,4958,1,1,2,1
OG0006032,4959,1,2,2,1
OG0006033,4960,1,1,1,2
OG0006034,4961,2,1,2,1
OG0006036,4962,1,2,2,1
OG0006037,4963,3,1,1,1
OG0006040,4964,2,1,1,1
OG0006041,4965,1,2,1,2
OG0006042,4966,1,1,2,2
OG0006043,4967,1,2,2,1
OG0006044,4968,2,1,2,1
OG0006045,4969,2,2,1,1
OG0006046,4970,1,1,1,1
OG0006047,4971,1,1,2,2
OG0006049,4972,1,3,1,1
OG0006050,4973,1,1,3,1
OG0006051,4974,1,1,3,1
OG0006052,4975,1,1,1,2
OG0006053,4976,2,1,1,2
OG0006054,4977,1,2,1,2
OG0006056,4978,1,0,2,3
OG0006059,4979,1,2,2,1
OG0006061,4980,3,1,1,1
OG0006062,4981,3,0,1,2
OG0006065,4982,2,2,1,1
OG0006068,4983,0,2,1,2
OG0006069,4984,1,1,1,2
OG0006070,4985,3,0,1,2
OG0006071,4986,1,1,1,3
OG0006072,4987,1,2,2,1
OG0006073,4988,2,1,2,1
OG0006074,4989,1,2,2,1
OG0006075,4990,1,1,1,1
OG0006076,4991,2,1,1,1
OG0006077,4992,1,1,1,1
OG0006078,4993,1,2,2,1
OG0006079,4994,2,2,1,1
OG0006080,4995,0,1,1,4
OG0006081,4996,1,2,2,1
OG0006082,4997,1,2,1,2
OG0006084,4998,2,1,2,1
OG0006086,4999,1,2,1,2
OG0006087,5000,2,2,1,1
OG0006088,5001,1,2,2,1
OG0006089,5002,1,1,1,2
OG0006090,5003,1,0,2,3
OG0006091,5004,2,1,1,1
OG0006092,5005,1,1,2,1
OG0006093,5006,2,1,1,2
OG0006094,5007,1,1,2,1
OG0006096,5008,1,0,1,4
OG0006097,5009,2,1,2,1
OG0006098,5010,1,0,3,2
OG0006099,5011,1,0,3,1
OG0006100,5012,1,1,2,2
OG0006101,5013,1,1,2,2
OG0006102,5014,1,1,2,2
OG0006103,5015,2,0,1,1
OG0006104,5016,2,1,2,1
OG0006105,5017,0,1,3,1
OG0006107,5018,1,2,1,2
OG0006109,5019,1,1,2,1
OG0006112,5020,2,1,2,1
OG0006113,5021,1,1,2,1
OG0006114,5022,0,0,3,2
OG0006115,5023,1,1,3,1
OG0006116,5024,1,1,2,2
OG0006118,5025,2,2,1,1
OG0006121,5026,3,1,1,1
OG0006122,5027,1,1,2,1
OG0006124,5028,1,2,2,1
OG0006125,5029,2,1,2,1
OG0006126,5030,1,2,2,1
OG0006127,5031,1,2,1,2
OG0006128,5032,1,1,2,1
OG0006129,5033,2,2,1,1
OG0006130,5034,1,1,1,1
OG0006131,5035,1,2,1,2
OG0006132,5036,4,0,1,1
OG0006133,5037,1,2,2,1
OG0006134,5038,2,1,2,1
OG0006135,5039,0,3,2,1
OG0006136,5040,2,2,1,1
OG0006138,5041,1,1,2,1
OG0006139,5042,1,1,2,1
OG0006141,5043,1,1,2,1
OG0006142,5044,1,2,2,1
OG0006145,5045,2,1,1,2
OG0006146,5046,1,1,3,1
OG0006147,5047,3,1,1,1
OG0006148,5048,1,3,1,1
OG0006149,5049,1,1,1,3
OG0006150,5050,1,1,1,1
OG0006151,5051,1,3,1,1
OG0006152,5052,0,1,4,1
OG0006153,5053,1,1,2,2
OG0006154,5054,2,0,2,1
OG0006157,5055,1,1,2,2
OG0006160,5056,1,2,1,1
OG0006161,5057,3,1,1,1
OG0006163,5058,1,1,2,2
OG0006164,5059,0,1,1,4
OG0006165,5060,1,1,1,2
OG0006167,5061,1,1,1,3
OG0006168,5062,0,0,2,3
OG0006169,5063,0,1,1,4
OG0006170,5064,2,2,1,1
OG0006171,5065,1,1,2,1
OG0006172,5066,1,1,2,1
OG0006173,5067,1,1,3,1
OG0006175,5068,2,2,1,1
OG0006176,5069,1,2,1,2
OG0006177,5070,2,1,2,1
OG0006178,5071,0,0,2,2
OG0006180,5072,1,2,2,1
OG0006181,5073,2,2,1,1
OG0006182,5074,2,1,2,1
OG0006183,5075,4,0,1,1
OG0006184,5076,1,2,1,2
OG0006186,5077,2,2,1,1
OG0006187,5078,1,1,2,2
OG0006188,5079,1,1,2,2
OG0006189,5080,3,1,1,1
OG0006192,5081,1,1,2,1
OG0006193,5082,0,0,5,1
OG0006194,5083,1,0,3,1
OG0006195,5084,0,2,2,2
OG0006196,5085,3,1,1,1
OG0006197,5086,1,2,1,1
OG0006199,5087,1,1,1,2
OG0006200,5088,1,1,2,1
OG0006201,5089,1,1,2,1
OG0006202,5090,1,2,1,2
OG0006203,5091,1,1,1,3
OG0006205,5092,0,0,3,1
OG0006207,5093,2,2,1,1
OG0006208,5094,2,1,1,1
OG0006210,5095,1,2,2,1
OG0006211,5096,4,0,1,1
OG0006212,5097,1,2,1,1
OG0006213,5098,2,1,1,1
OG0006214,5099,1,1,2,1
OG0006215,5100,1,2,2,1
OG0006216,5101,1,1,1,3
OG0006217,5102,1,2,1,2
OG0006218,5103,1,1,2,1
OG0006219,5104,1,1,2,2
OG0006220,5105,1,1,1,1
OG0006221,5106,2,1,2,1
OG0006222,5107,1,1,1,1
OG0006223,5108,1,0,3,1
OG0006225,5109,1,1,1,3
OG0006226,5110,2,1,1,2
OG0006227,5111,2,2,1,1
OG0006228,5112,1,2,2,1
OG0006229,5113,3,1,1,1
OG0006230,5114,1,2,1,1
OG0006232,5115,3,1,1,1
OG0006233,5116,2,0,1,1
OG0006234,5117,2,1,1,1
OG0006235,5118,1,1,1,3
OG0006236,5119,1,2,1,1
OG0006237,5120,2,1,1,2
OG0006238,5121,2,1,1,2
OG0006239,5122,3,1,1,1
OG0006240,5123,2,1,2,1
OG0006242,5124,3,1,1,1
OG0006243,5125,1,1,3,1
OG0006244,5126,1,2,2,1
OG0006245,5127,1,1,2,1
OG0006248,5128,1,1,1,2
OG0006249,5129,1,1,1,3
OG0006250,5130,3,1,1,1
OG0006252,5131,1,1,2,2
OG0006254,5132,3,1,1,1
OG0006255,5133,2,2,1,1
OG0006257,5134,1,3,1,1
OG0006258,5135,1,1,2,1
OG0006260,5136,1,1,2,2
OG0006263,5137,1,1,2,2
OG0006264,5138,1,1,3,1
OG0006265,5139,1,1,3,1
OG0006266,5140,1,2,2,1
OG0006267,5141,2,0,1,1
OG0006268,5142,1,1,3,1
OG0006269,5143,1,1,2,2
OG0006270,5144,1,0,1,4
OG0006271,5145,1,3,1,1
OG0006272,5146,2,1,1,1
OG0006273,5147,1,2,1,2
OG0006276,5148,2,2,1,1
OG0006277,5149,2,2,1,1
OG0006278,5150,2,1,1,1
OG0006279,5151,1,1,1,1
OG0006280,5152,2,1,2,1
OG0006281,5153,1,2,2,1
OG0006283,5154,1,3,1,1
OG0006284,5155,1,1,1,1
OG0006285,5156,2,1,1,2
OG0006286,5157,1,2,2,1
OG0006287,5158,2,1,2,1
OG0006288,5159,1,1,2,1
OG0006289,5160,1,0,2,1
OG0006290,5161,1,1,1,3
OG0006291,5162,1,3,1,1
OG0006292,5163,2,2,1,1
OG0006293,5164,1,1,3,1
OG0006294,5165,1,2,1,1
OG0006295,5166,1,1,1,1
OG0006296,5167,2,1,2,1
OG0006297,5168,1,2,1,1
OG0006299,5169,2,1,2,1
OG0006300,5170,1,1,3,1
OG0006302,5171,1,2,1,2
OG0006303,5172,1,1,3,1
OG0006304,5173,1,3,1,1
OG0006305,5174,2,1,2,1
OG0006306,5175,1,1,2,1
OG0006307,5176,2,1,1,1
OG0006308,5177,2,1,1,1
OG0006309,5178,3,0,1,1
OG0006311,5179,2,0,2,1
OG0006312,5180,1,2,1,2
OG0006313,5181,2,1,1,2
OG0006314,5182,1,3,1,1
OG0006316,5183,2,1,2,1
OG0006317,5184,1,1,3,1
OG0006318,5185,1,1,2,2
OG0006319,5186,0,3,1,1
OG0006321,5187,1,1,3,1
OG0006322,5188,2,1,1,1
OG0006324,5189,2,1,1,2
OG0006325,5190,1,2,2,1
OG0006326,5191,2,2,1,1
OG0006327,5192,1,2,2,1
OG0006328,5193,0,1,2,2
OG0006329,5194,2,1,1,1
OG0006330,5195,2,1,1,2
OG0006331,5196,2,1,1,1
OG0006332,5197,2,1,1,2
OG0006333,5198,2,0,2,2
OG0006334,5199,3,1,1,1
OG0006335,5200,1,3,1,1
OG0006336,5201,1,1,3,1
OG0006337,5202,2,1,2,1
OG0006338,5203,3,1,1,1
OG0006339,5204,1,2,2,1
OG0006340,5205,3,1,1,1
OG0006341,5206,2,1,2,1
OG0006342,5207,1,1,3,1
OG0006343,5208,1,1,1,3
OG0006344,5209,0,2,1,3
OG0006345,5210,1,2,2,1
OG0006346,5211,1,2,1,1
OG0006347,5212,0,3,2,1
OG0006348,5213,2,2,1,1
OG0006349,5214,2,1,2,1
OG0006350,5215,1,1,2,1
OG0006351,5216,1,0,1,1
OG0006352,5217,0,0,1,5
OG0006353,5218,1,2,2,1
OG0006354,5219,3,0,2,1
OG0006355,5220,0,2,2,1
OG0006356,5221,2,2,1,1
OG0006357,5222,1,2,1,2
OG0006358,5223,1,2,2,1
OG0006359,5224,2,1,2,1
OG0006361,5225,1,2,2,1
OG0006363,5226,1,2,1,2
OG0006364,5227,1,2,2,1
OG0006365,5228,1,1,1,1
OG0006366,5229,1,1,2,2
OG0006367,5230,1,1,1,1
OG0006368,5231,1,0,3,2
OG0006369,5232,2,2,1,1
OG0006370,5233,1,1,2,1
OG0006371,5234,1,1,2,2
OG0006372,5235,1,1,1,2
OG0006373,5236,1,2,1,2
OG0006375,5237,1,3,1,1
OG0006376,5238,2,2,1,1
OG0006377,5239,0,1,4,1
OG0006378,5240,2,1,1,2
OG0006379,5241,3,1,1,1
OG0006380,5242,1,1,1,2
OG0006381,5243,3,1,1,1
OG0006382,5244,2,1,2,1
OG0006383,5245,0,2,1,3
OG0006384,5246,0,3,2,1
OG0006385,5247,2,1,1,1
OG0006386,5248,1,1,1,3
OG0006387,5249,1,2,1,2
OG0006389,5250,0,2,1,3
OG0006390,5251,2,2,1,1
OG0006391,5252,1,1,1,1
OG0006392,5253,2,2,1,1
OG0006393,5254,2,1,1,1
OG0006395,5255,3,1,1,1
OG0006396,5256,1,1,2,2
OG0006397,5257,2,1,1,2
OG0006399,5258,1,0,4,1
OG0006402,5259,2,2,1,1
OG0006403,5260,2,1,2,1
OG0006404,5261,1,1,1,3
OG0006405,5262,3,1,1,1
OG0006406,5263,1,2,1,2
OG0006407,5264,2,1,2,1
OG0006408,5265,0,1,1,4
OG0006409,5266,1,2,2,1
OG0006410,5267,1,2,1,1
OG0006411,5268,1,1,1,2
OG0006412,5269,2,1,1,1
OG0006413,5270,1,1,1,3
OG0006414,5271,1,2,1,2
OG0006415,5272,0,1,1,4
OG0006416,5273,1,1,1,1
OG0006417,5274,2,2,1,1
OG0006418,5275,3,1,1,1
OG0006419,5276,2,0,3,1
OG0006420,5277,4,0,1,1
OG0006421,5278,1,1,1,1
OG0006423,5279,2,1,1,2
OG0006424,5280,1,1,1,1
OG0006425,5281,1,1,2,2
OG0006426,5282,2,2,1,1
OG0006427,5283,1,2,1,2
OG0006429,5284,1,1,2,2
OG0006430,5285,1,1,1,2
OG0006431,5286,1,2,1,2
OG0006432,5287,1,1,1,3
OG0006433,5288,2,1,2,1
OG0006434,5289,2,2,1,1
OG0006435,5290,1,1,3,1
OG0006436,5291,1,2,2,1
OG0006437,5292,1,1,3,1
OG0006438,5293,1,2,2,1
OG0006439,5294,1,1,1,3
OG0006440,5295,1,1,1,3
OG0006441,5296,1,2,2,1
OG0006442,5297,2,1,2,1
OG0006443,5298,1,1,2,2
OG0006445,5299,3,1,1,1
OG0006447,5300,0,2,2,1
OG0006448,5301,1,2,2,1
OG0006449,5302,2,2,1,1
OG0006450,5303,2,1,1,1
OG0006451,5304,0,1,1,1
OG0006452,5305,1,1,2,2
OG0006453,5306,1,1,1,2
OG0006454,5307,0,2,2,2
OG0006455,5308,1,1,1,3
OG0006456,5309,1,1,2,2
OG0006457,5310,1,1,3,1
OG0006458,5311,0,1,4,1
OG0006459,5312,1,2,1,1
OG0006461,5313,2,1,2,1
OG0006462,5314,0,2,1,3
OG0006463,5315,1,2,1,2
OG0006464,5316,1,2,2,1
OG0006465,5317,2,2,1,1
OG0006466,5318,1,3,1,1
OG0006467,5319,2,1,1,1
OG0006468,5320,1,1,1,3
OG0006469,5321,1,1,1,1
OG0006470,5322,2,1,2,1
OG0006471,5323,3,1,1,1
OG0006472,5324,2,2,1,1
OG0006473,5325,1,1,2,2
OG0006474,5326,1,1,2,1
OG0006475,5327,3,0,2,1
OG0006476,5328,2,2,1,1
OG0006477,5329,1,1,2,1
OG0006478,5330,0,1,1,1
OG0006479,5331,2,1,2,1
OG0006480,5332,1,3,1,1
OG0006481,5333,0,2,2,2
OG0006482,5334,2,1,1,1
OG0006483,5335,2,2,1,1
OG0006485,5336,2,1,1,2
OG0006488,5337,2,1,1,2
OG0006489,5338,0,0,3,1
OG0006490,5339,1,2,1,2
OG0006491,5340,3,1,1,1
OG0006492,5341,1,2,2,1
OG0006493,5342,1,2,1,2
OG0006494,5343,0,1,1,1
OG0006495,5344,1,1,1,3
OG0006496,5345,2,2,1,1
OG0006497,5346,1,2,2,1
OG0006498,5347,1,1,1,3
OG0006499,5348,3,1,1,1
OG0006500,5349,2,2,1,1
OG0006501,5350,2,2,1,1
OG0006502,5351,1,2,1,2
OG0006503,5352,2,2,1,1
OG0006504,5353,1,2,1,1
OG0006505,5354,3,1,1,1
OG0006506,5355,1,1,2,2
OG0006507,5356,1,1,3,1
OG0006508,5357,3,0,1,2
OG0006509,5358,1,2,1,1
OG0006510,5359,1,1,2,1
OG0006511,5360,1,1,3,1
OG0006512,5361,1,1,2,1
OG0006513,5362,1,2,2,1
OG0006514,5363,2,1,2,1
OG0006515,5364,2,2,1,1
OG0006516,5365,1,2,2,1
OG0006518,5366,1,1,2,2
OG0006519,5367,1,2,1,2
OG0006520,5368,1,1,2,2
OG0006521,5369,1,1,1,1
OG0006522,5370,1,3,1,1
OG0006523,5371,2,2,1,1
OG0006524,5372,2,2,1,1
OG0006525,5373,2,2,1,1
OG0006527,5374,1,2,1,2
OG0006528,5375,1,1,1,3
OG0006529,5376,1,2,2,1
OG0006530,5377,1,2,1,2
OG0006531,5378,2,2,1,1
OG0006532,5379,1,1,1,3
OG0006534,5380,1,1,2,2
OG0006535,5381,1,1,2,2
OG0006536,5382,1,1,2,2
OG0006537,5383,2,0,3,1
OG0006538,5384,2,1,1,2
OG0006539,5385,2,1,2,1
OG0006540,5386,3,0,1,2
OG0006541,5387,2,2,1,1
OG0006542,5388,1,1,1,1
OG0006543,5389,2,2,1,1
OG0006544,5390,1,2,2,1
OG0006545,5391,1,1,2,1
OG0006546,5392,1,1,1,1
OG0006547,5393,1,0,3,1
OG0006548,5394,1,2,1,2
OG0006549,5395,1,2,1,2
OG0006550,5396,1,1,2,1
OG0006551,5397,2,1,2,1
OG0006552,5398,1,2,1,2
OG0006553,5399,1,1,2,1
