DESCRIPTION,FAMILY_ID,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir
OG0011616,9197,0,1,1,2
OG0011617,9198,1,1,1,1
OG0011618,9199,1,1,1,1
OG0011619,9200,1,1,1,1
OG0011620,9201,1,1,1,1
OG0011621,9202,0,2,1,1
OG0011622,9203,1,1,1,1
OG0011623,9204,1,1,1,1
OG0011624,9205,1,1,1,1
OG0011625,9206,1,1,1,1
OG0011626,9207,1,1,1,1
OG0011627,9208,1,1,1,1
OG0011629,9209,0,0,1,3
OG0011630,9210,1,1,1,1
OG0011631,9211,1,1,1,1
OG0011632,9212,1,1,1,1
OG0011634,9213,1,1,1,1
OG0011635,9214,1,1,1,1
OG0011636,9215,1,1,1,1
OG0011637,9216,1,1,1,1
OG0011638,9217,1,1,1,1
OG0011639,9218,1,1,1,1
OG0011643,9219,1,1,1,1
OG0011644,9220,1,1,1,1
OG0011645,9221,1,1,1,1
OG0011646,9222,1,1,1,1
OG0011647,9223,1,0,1,1
OG0011648,9224,1,1,1,1
OG0011651,9225,1,1,1,1
OG0011652,9226,1,0,2,1
OG0011653,9227,1,1,1,1
OG0011654,9228,1,1,1,1
OG0011655,9229,1,1,1,1
OG0011656,9230,1,1,1,1
OG0011657,9231,1,1,1,1
OG0011658,9232,1,1,1,1
OG0011659,9233,1,1,1,1
OG0011660,9234,1,1,1,1
OG0011661,9235,1,1,1,1
OG0011662,9236,1,1,1,1
OG0011663,9237,1,0,2,1
OG0011664,9238,1,1,1,1
OG0011665,9239,1,1,1,1
OG0011666,9240,1,1,1,1
OG0011667,9241,1,1,1,1
OG0011668,9242,1,1,1,1
OG0011670,9243,1,1,1,1
OG0011671,9244,1,1,1,1
OG0011672,9245,1,1,1,1
OG0011673,9246,1,1,1,1
OG0011674,9247,1,1,1,1
OG0011675,9248,1,1,1,1
OG0011676,9249,1,1,1,1
OG0011677,9250,1,1,1,1
OG0011678,9251,1,1,1,1
OG0011679,9252,1,1,1,1
OG0011680,9253,1,1,1,1
OG0011681,9254,1,1,1,1
OG0011682,9255,1,1,1,1
OG0011683,9256,1,1,1,1
OG0011685,9257,1,1,1,1
OG0011686,9258,1,1,1,1
OG0011687,9259,0,1,1,2
OG0011688,9260,1,1,1,1
OG0011689,9261,1,1,1,1
OG0011690,9262,1,1,1,1
OG0011691,9263,1,1,1,1
OG0011692,9264,1,1,1,1
OG0011693,9265,1,1,1,1
OG0011694,9266,1,1,1,1
OG0011695,9267,1,1,1,1
OG0011696,9268,1,1,1,1
OG0011698,9269,0,2,1,1
OG0011699,9270,1,1,1,1
OG0011700,9271,0,1,2,1
OG0011701,9272,1,1,1,1
OG0011702,9273,1,1,1,1
OG0011704,9274,1,1,1,1
OG0011705,9275,0,1,1,2
OG0011706,9276,1,1,1,1
OG0011707,9277,1,1,1,1
OG0011708,9278,1,1,1,1
OG0011709,9279,1,1,1,1
OG0011710,9280,2,0,1,1
OG0011711,9281,1,1,1,1
OG0011712,9282,1,1,1,1
OG0011713,9283,1,1,1,1
OG0011714,9284,1,1,1,1
OG0011715,9285,1,1,1,1
OG0011716,9286,1,1,1,1
OG0011717,9287,1,1,1,1
OG0011718,9288,1,1,1,1
OG0011719,9289,1,1,1,1
OG0011720,9290,1,1,1,1
OG0011722,9291,1,1,1,1
OG0011723,9292,1,1,1,1
OG0011724,9293,1,1,1,1
OG0011725,9294,1,1,1,1
OG0011726,9295,1,1,1,1
OG0011727,9296,1,1,1,1
OG0011728,9297,1,1,1,1
OG0011729,9298,1,1,1,1
OG0011730,9299,1,1,1,1
OG0011732,9300,0,1,1,2
OG0011734,9301,1,1,1,1
OG0011735,9302,1,1,1,1
OG0011736,9303,1,1,1,1
OG0011737,9304,1,1,1,1
OG0011738,9305,1,1,1,1
OG0011739,9306,1,1,1,1
OG0011740,9307,1,1,1,1
OG0011741,9308,1,1,1,1
OG0011742,9309,1,1,1,1
OG0011743,9310,1,0,1,2
OG0011744,9311,1,1,1,1
OG0011745,9312,1,1,1,1
OG0011746,9313,1,1,1,1
OG0011747,9314,1,1,1,1
OG0011748,9315,1,1,1,1
OG0011749,9316,1,1,1,1
OG0011750,9317,1,0,2,1
OG0011751,9318,1,1,1,1
OG0011752,9319,1,1,1,1
OG0011753,9320,1,1,1,1
OG0011754,9321,1,1,1,1
OG0011755,9322,1,1,1,1
OG0011756,9323,1,1,1,1
OG0011757,9324,1,1,1,1
OG0011758,9325,1,1,1,1
OG0011759,9326,1,1,1,1
OG0011760,9327,1,1,1,1
OG0011761,9328,1,1,1,1
OG0011762,9329,2,0,1,1
OG0011763,9330,1,1,1,1
OG0011764,9331,1,1,1,1
OG0011765,9332,1,1,1,1
OG0011766,9333,2,0,1,1
OG0011767,9334,1,1,1,1
OG0011768,9335,1,1,1,1
OG0011769,9336,1,1,1,1
OG0011770,9337,1,1,1,1
OG0011771,9338,0,2,1,1
OG0011772,9339,1,1,1,1
OG0011774,9340,1,1,1,1
OG0011775,9341,1,1,1,1
OG0011776,9342,1,1,1,1
OG0011777,9343,1,1,1,1
OG0011778,9344,1,1,1,1
OG0011780,9345,1,1,1,1
OG0011781,9346,1,1,1,1
OG0011782,9347,1,1,1,1
OG0011783,9348,1,1,1,1
OG0011784,9349,1,1,1,1
OG0011785,9350,1,1,1,1
OG0011786,9351,1,1,1,1
OG0011787,9352,1,1,1,1
OG0011789,9353,1,1,1,1
OG0011790,9354,1,1,1,1
OG0011791,9355,1,1,1,1
OG0011792,9356,1,1,1,1
OG0011793,9357,1,1,1,1
OG0011794,9358,1,1,1,1
OG0011795,9359,1,1,1,1
OG0011796,9360,1,1,1,1
OG0011797,9361,1,1,1,1
OG0011798,9362,1,1,1,1
OG0011799,9363,1,1,1,1
OG0011800,9364,1,1,1,1
OG0011801,9365,1,1,1,1
OG0011802,9366,0,2,1,1
OG0011803,9367,1,1,1,1
OG0011804,9368,1,1,1,1
OG0011805,9369,0,1,2,1
OG0011806,9370,1,1,1,1
OG0011807,9371,1,1,1,1
OG0011808,9372,1,1,1,1
OG0011809,9373,1,1,1,1
OG0011810,9374,1,1,1,1
OG0011811,9375,1,1,1,1
OG0011812,9376,1,0,1,2
OG0011813,9377,1,1,1,1
OG0011814,9378,1,1,1,1
OG0011815,9379,1,1,1,1
OG0011816,9380,1,1,1,1
OG0011817,9381,1,1,1,1
OG0011818,9382,1,1,1,1
OG0011819,9383,1,1,1,1
OG0011821,9384,1,1,1,1
OG0011823,9385,0,2,1,1
OG0011824,9386,1,1,1,1
OG0011825,9387,1,1,1,1
OG0011826,9388,1,1,1,1
OG0011827,9389,1,1,1,1
OG0011828,9390,1,1,1,1
OG0011829,9391,1,1,1,1
OG0011830,9392,1,1,1,1
OG0011831,9393,1,1,1,1
OG0011832,9394,1,1,1,1
OG0011833,9395,1,1,1,1
OG0011835,9396,1,1,1,1
OG0011836,9397,1,1,1,1
OG0011837,9398,1,1,1,1
OG0011838,9399,1,1,1,1
OG0011839,9400,2,0,1,1
OG0011840,9401,1,1,1,1
OG0011841,9402,1,1,1,1
OG0011842,9403,1,1,1,1
OG0011843,9404,1,1,1,1
OG0011844,9405,1,1,1,1
OG0011845,9406,1,1,1,1
OG0011846,9407,1,1,1,1
OG0011847,9408,1,1,1,1
OG0011848,9409,1,1,1,1
OG0011849,9410,1,1,1,1
OG0011850,9411,1,1,1,1
OG0011851,9412,0,1,1,2
OG0011852,9413,1,1,1,1
OG0011853,9414,1,1,1,1
OG0011854,9415,1,1,1,1
OG0011855,9416,1,1,1,1
OG0011857,9417,1,1,1,1
OG0011858,9418,1,1,1,1
OG0011859,9419,1,1,1,1
OG0011860,9420,1,1,1,1
OG0011861,9421,1,1,1,1
OG0011862,9422,1,1,1,1
OG0011863,9423,1,1,1,1
OG0011864,9424,1,1,1,1
OG0011865,9425,1,1,1,1
OG0011866,9426,1,1,1,1
OG0011868,9427,1,1,1,1
OG0011869,9428,1,1,1,1
OG0011870,9429,1,1,1,1
OG0011871,9430,1,1,1,1
OG0011872,9431,1,1,1,1
OG0011873,9432,1,1,1,1
OG0011874,9433,1,1,1,1
OG0011875,9434,1,1,1,1
OG0011876,9435,1,0,1,2
OG0011877,9436,1,1,1,1
OG0011879,9437,1,1,1,1
OG0011880,9438,1,1,1,1
OG0011881,9439,1,1,1,1
OG0011882,9440,1,1,1,1
OG0011883,9441,1,1,1,1
OG0011884,9442,1,1,1,1
OG0011885,9443,1,1,1,1
OG0011886,9444,1,1,1,1
OG0011887,9445,1,1,1,1
OG0011888,9446,1,1,1,1
OG0011889,9447,1,1,1,1
OG0011890,9448,1,1,1,1
OG0011891,9449,1,1,1,1
OG0011892,9450,1,1,1,1
OG0011893,9451,1,1,1,1
OG0011894,9452,1,1,1,1
OG0011895,9453,0,2,1,1
OG0011896,9454,1,1,1,1
OG0011897,9455,1,1,1,1
OG0011898,9456,1,1,1,1
OG0011899,9457,1,1,1,1
OG0011900,9458,1,0,1,1
OG0011901,9459,1,1,1,1
OG0011902,9460,1,1,1,1
OG0011903,9461,1,1,1,1
OG0011904,9462,1,1,1,1
OG0011905,9463,1,1,1,1
OG0011906,9464,1,1,1,1
OG0011907,9465,1,1,1,1
OG0011908,9466,1,1,1,1
OG0011909,9467,1,1,1,1
OG0011910,9468,1,1,1,1
OG0011911,9469,1,1,1,1
OG0011912,9470,1,1,1,1
OG0011914,9471,1,1,1,1
OG0011915,9472,0,1,2,1
OG0011916,9473,1,0,2,1
OG0011917,9474,1,1,1,1
OG0011918,9475,1,1,1,1
OG0011919,9476,1,1,1,1
OG0011920,9477,1,1,1,1
OG0011921,9478,1,1,1,1
OG0011922,9479,1,1,1,1
OG0011923,9480,1,1,1,1
OG0011924,9481,1,1,1,1
OG0011925,9482,2,0,1,1
OG0011926,9483,1,1,1,1
OG0011927,9484,1,1,1,1
OG0011929,9485,1,1,1,1
OG0011930,9486,1,1,1,1
OG0011931,9487,1,1,1,1
OG0011932,9488,1,1,1,1
OG0011934,9489,1,1,1,1
OG0011935,9490,1,1,1,1
OG0011936,9491,1,1,1,1
OG0011937,9492,1,1,1,1
OG0011938,9493,1,1,1,1
OG0011939,9494,1,1,1,1
OG0011940,9495,1,1,1,1
OG0011941,9496,1,1,1,1
OG0011942,9497,1,1,1,1
OG0011943,9498,1,1,1,1
OG0011944,9499,1,1,1,1
OG0011945,9500,1,1,1,1
OG0011946,9501,1,1,1,1
OG0011947,9502,1,1,1,1
OG0011948,9503,1,1,1,1
OG0011950,9504,1,1,1,1
OG0011951,9505,1,1,1,1
OG0011952,9506,0,1,1,1
OG0011953,9507,1,1,1,1
OG0011954,9508,0,2,1,1
OG0011955,9509,1,1,1,1
OG0011957,9510,2,0,1,1
OG0011958,9511,1,1,1,1
OG0011959,9512,1,1,1,1
OG0011960,9513,1,1,1,1
OG0011961,9514,1,1,1,1
OG0011962,9515,1,1,1,1
OG0011963,9516,1,1,1,1
OG0011964,9517,1,1,1,1
OG0011965,9518,1,1,1,1
OG0011966,9519,1,1,1,1
OG0011967,9520,1,1,1,1
OG0011968,9521,1,1,1,1
OG0011969,9522,1,1,1,1
OG0011970,9523,1,1,1,1
OG0011971,9524,1,1,1,1
OG0011972,9525,1,1,1,1
OG0011973,9526,1,1,1,1
OG0011974,9527,1,1,1,1
OG0011975,9528,1,1,1,1
OG0011976,9529,1,1,1,1
OG0011977,9530,1,1,1,1
OG0011978,9531,1,1,1,1
OG0011979,9532,1,1,1,1
OG0011980,9533,1,1,1,1
OG0011981,9534,1,1,1,1
OG0011982,9535,1,1,1,1
OG0011983,9536,1,1,1,1
OG0011984,9537,1,1,1,1
OG0011985,9538,1,1,1,1
OG0011986,9539,1,1,1,1
OG0011988,9540,1,1,1,1
OG0011989,9541,1,1,1,1
OG0011990,9542,1,0,1,2
OG0011991,9543,1,1,1,1
OG0011992,9544,1,1,1,1
OG0011993,9545,2,0,1,1
OG0011994,9546,1,1,1,1
OG0011995,9547,1,1,1,1
OG0011997,9548,1,1,1,1
OG0011998,9549,1,1,1,1
OG0011999,9550,0,0,1,3
OG0012000,9551,1,1,1,1
OG0012001,9552,1,1,1,1
OG0012002,9553,1,1,1,1
OG0012003,9554,1,1,1,1
OG0012005,9555,1,1,1,1
OG0012006,9556,1,1,1,1
OG0012007,9557,1,1,1,1
OG0012009,9558,1,1,1,1
OG0012010,9559,1,1,1,1
OG0012011,9560,1,1,1,1
OG0012012,9561,1,1,1,1
OG0012013,9562,1,1,1,1
OG0012014,9563,1,1,1,1
OG0012015,9564,1,1,1,1
OG0012016,9565,1,1,1,1
OG0012017,9566,1,1,1,1
OG0012018,9567,1,1,1,1
OG0012019,9568,1,1,1,1
OG0012021,9569,1,1,1,1
OG0012022,9570,1,1,1,1
OG0012023,9571,1,1,1,1
OG0012024,9572,0,1,1,2
OG0012025,9573,1,1,1,1
OG0012026,9574,1,1,1,1
OG0012027,9575,1,1,1,1
OG0012028,9576,1,1,1,1
OG0012029,9577,1,1,1,1
OG0012030,9578,1,1,1,1
OG0012031,9579,1,1,1,1
OG0012032,9580,1,1,1,1
OG0012033,9581,1,1,1,1
OG0012034,9582,1,1,1,1
OG0012035,9583,1,1,1,1
OG0012036,9584,1,1,1,1
OG0012037,9585,1,1,1,1
OG0012038,9586,1,1,1,1
OG0012040,9587,1,1,1,1
OG0012041,9588,1,1,1,1
OG0012042,9589,1,1,1,1
OG0012043,9590,1,1,1,1
OG0012044,9591,1,1,1,1
OG0012045,9592,1,1,1,1
OG0012046,9593,1,1,1,1
OG0012047,9594,1,1,1,1
OG0012048,9595,1,1,1,1
OG0012049,9596,1,1,1,1
OG0012050,9597,1,1,1,1
OG0012051,9598,1,1,1,1
OG0012052,9599,1,0,1,1
OG0012053,9600,1,1,1,1
OG0012054,9601,1,1,1,1
OG0012055,9602,1,1,1,1
OG0012056,9603,1,1,1,1
OG0012057,9604,1,1,1,1
OG0012058,9605,1,1,1,1
OG0012059,9606,1,1,1,1
OG0012061,9607,1,1,1,1
OG0012063,9608,1,1,1,1
OG0012064,9609,1,1,1,1
OG0012065,9610,1,1,1,1
OG0012066,9611,1,1,1,1
OG0012067,9612,1,0,1,2
OG0012068,9613,1,1,1,1
OG0012069,9614,1,1,1,1
OG0012070,9615,2,0,1,1
OG0012071,9616,1,1,1,1
OG0012072,9617,1,1,1,1
OG0012074,9618,1,1,1,1
OG0012075,9619,1,1,1,1
OG0012076,9620,1,1,1,1
OG0012077,9621,1,1,1,1
OG0012078,9622,1,1,1,1
OG0012079,9623,1,1,1,1
OG0012080,9624,1,1,1,1
OG0012081,9625,1,1,1,1
OG0012082,9626,1,1,1,1
OG0012083,9627,1,1,1,1
OG0012084,9628,1,1,1,1
OG0012085,9629,1,0,2,1
OG0012086,9630,1,1,1,1
OG0012087,9631,1,1,1,1
OG0012088,9632,1,1,1,1
OG0012089,9633,1,1,1,1
OG0012090,9634,1,1,1,1
OG0012091,9635,1,1,1,1
OG0012093,9636,1,1,1,1
OG0012094,9637,1,1,1,1
OG0012095,9638,0,1,2,1
OG0012096,9639,1,1,1,1
OG0012098,9640,1,1,1,1
OG0012099,9641,1,1,1,1
OG0012100,9642,1,1,1,1
OG0012101,9643,1,1,1,1
OG0012102,9644,1,1,1,1
OG0012103,9645,1,1,1,1
OG0012105,9646,1,1,1,1
OG0012106,9647,1,1,1,1
OG0012108,9648,1,1,1,1
OG0012109,9649,1,1,1,1
OG0012110,9650,1,1,1,1
OG0012111,9651,1,1,1,1
OG0012112,9652,1,1,1,1
OG0012113,9653,1,1,1,1
OG0012114,9654,1,1,1,1
OG0012115,9655,1,1,1,1
OG0012116,9656,0,0,1,3
OG0012117,9657,1,1,1,1
OG0012118,9658,1,1,1,1
OG0012119,9659,1,1,1,1
OG0012120,9660,1,1,1,1
OG0012121,9661,1,1,1,1
OG0012122,9662,1,1,1,1
OG0012123,9663,1,1,1,1
OG0012124,9664,1,1,1,1
OG0012125,9665,1,1,1,1
OG0012126,9666,1,1,1,1
OG0012127,9667,1,1,1,1
OG0012128,9668,2,0,1,1
OG0012129,9669,1,1,1,1
OG0012130,9670,1,1,1,1
OG0012131,9671,1,1,1,1
OG0012132,9672,1,1,1,1
OG0012133,9673,1,1,1,1
OG0012134,9674,1,1,1,1
OG0012135,9675,1,1,1,1
OG0012136,9676,1,1,1,1
OG0012137,9677,1,1,1,1
OG0012138,9678,1,1,1,1
OG0012139,9679,1,1,1,1
OG0012140,9680,1,1,1,1
OG0012141,9681,1,1,1,1
OG0012143,9682,1,1,1,1
OG0012144,9683,1,1,1,1
OG0012147,9684,1,1,1,1
OG0012148,9685,1,1,1,1
OG0012149,9686,1,1,1,1
OG0012150,9687,1,1,1,1
OG0012151,9688,1,1,1,1
OG0012152,9689,1,1,1,1
OG0012153,9690,1,1,1,1
OG0012154,9691,1,1,1,1
OG0012155,9692,1,0,2,1
OG0012156,9693,1,1,1,1
OG0012157,9694,1,1,1,1
OG0012158,9695,1,1,1,1
OG0012159,9696,1,1,1,1
OG0012160,9697,1,1,1,1
OG0012161,9698,1,1,1,1
OG0012162,9699,1,1,1,1
OG0012163,9700,1,1,1,1
OG0012164,9701,1,1,1,1
OG0012165,9702,1,1,1,1
OG0012166,9703,1,1,1,1
OG0012167,9704,2,0,1,1
OG0012168,9705,1,1,1,1
OG0012169,9706,1,1,1,1
OG0012170,9707,1,1,1,1
OG0012171,9708,1,1,1,1
OG0012172,9709,1,1,1,1
OG0012173,9710,1,1,1,1
OG0012175,9711,1,1,1,1
OG0012176,9712,1,1,1,1
OG0012177,9713,1,1,1,1
OG0012178,9714,1,1,1,1
OG0012179,9715,1,1,1,1
OG0012180,9716,1,1,1,1
OG0012181,9717,1,0,2,1
OG0012182,9718,1,1,1,1
OG0012183,9719,1,1,1,1
OG0012185,9720,0,2,1,1
OG0012186,9721,1,1,1,1
OG0012187,9722,1,1,1,1
OG0012188,9723,1,1,1,1
OG0012189,9724,1,1,1,1
OG0012190,9725,1,1,1,1
OG0012191,9726,1,1,1,1
OG0012192,9727,1,1,1,1
OG0012193,9728,1,1,1,1
OG0012194,9729,1,1,1,1
OG0012195,9730,1,1,1,1
OG0012196,9731,1,1,1,1
OG0012197,9732,1,1,1,1
OG0012198,9733,1,1,1,1
OG0012199,9734,1,1,1,1
OG0012200,9735,1,1,1,1
OG0012201,9736,1,1,1,1
OG0012202,9737,1,1,1,1
OG0012203,9738,0,2,1,1
OG0012204,9739,1,1,1,1
OG0012205,9740,1,1,1,1
OG0012206,9741,1,1,1,1
OG0012207,9742,1,1,1,1
OG0012208,9743,1,1,1,1
OG0012209,9744,1,1,1,1
OG0012210,9745,1,1,1,1
OG0012211,9746,1,1,1,1
OG0012212,9747,1,1,1,1
OG0012213,9748,1,1,1,1
OG0012214,9749,1,1,1,1
OG0012215,9750,1,1,1,1
OG0012216,9751,1,1,1,1
OG0012217,9752,1,1,1,1
OG0012218,9753,1,1,1,1
OG0012219,9754,1,1,1,1
OG0012220,9755,1,1,1,1
OG0012221,9756,1,1,1,1
OG0012222,9757,1,1,1,1
OG0012223,9758,0,1,1,2
OG0012224,9759,1,1,1,1
OG0012225,9760,1,1,1,1
OG0012226,9761,0,1,2,1
OG0012228,9762,1,1,1,1
OG0012229,9763,1,1,1,1
OG0012230,9764,1,1,1,1
OG0012231,9765,1,1,1,1
OG0012232,9766,1,1,1,1
OG0012233,9767,1,1,1,1
OG0012234,9768,1,1,1,1
OG0012235,9769,1,1,1,1
OG0012236,9770,1,1,1,1
OG0012238,9771,2,0,1,1
OG0012239,9772,1,1,1,1
OG0012240,9773,1,1,1,1
OG0012241,9774,1,1,1,1
OG0012242,9775,1,1,1,1
OG0012243,9776,2,0,1,1
OG0012244,9777,1,1,1,1
OG0012245,9778,1,1,1,1
OG0012246,9779,1,1,1,1
OG0012247,9780,1,1,1,1
OG0012248,9781,1,1,1,1
OG0012249,9782,1,1,1,1
OG0012250,9783,1,1,1,1
OG0012251,9784,1,1,1,1
OG0012252,9785,1,1,1,1
OG0012253,9786,1,1,1,1
OG0012254,9787,1,1,1,1
OG0012255,9788,1,1,1,1
OG0012256,9789,1,1,1,1
OG0012257,9790,1,1,1,1
OG0012258,9791,1,1,1,1
OG0012259,9792,1,1,1,1
OG0012260,9793,1,1,1,1
OG0012262,9794,1,1,1,1
OG0012263,9795,1,1,1,1
OG0012264,9796,1,1,1,1
OG0012266,9797,1,1,1,1
OG0012267,9798,0,1,1,2
OG0012270,9799,1,1,1,1
OG0012271,9800,1,1,1,1
OG0012272,9801,1,1,1,1
OG0012273,9802,1,1,1,1
OG0012274,9803,1,1,1,1
OG0012275,9804,1,1,1,1
OG0012276,9805,1,0,2,1
OG0012277,9806,1,1,1,1
OG0012278,9807,1,1,1,1
OG0012279,9808,1,1,1,1
OG0012280,9809,1,1,1,1
OG0012281,9810,1,1,1,1
OG0012282,9811,1,1,1,1
OG0012283,9812,1,1,1,1
OG0012284,9813,1,0,1,1
OG0012285,9814,1,1,1,1
OG0012286,9815,1,1,1,1
OG0012287,9816,1,1,1,1
OG0012289,9817,1,1,1,1
OG0012290,9818,1,1,1,1
OG0012291,9819,1,1,1,1
OG0012292,9820,1,1,1,1
OG0012293,9821,1,1,1,1
OG0012294,9822,1,1,1,1
OG0012295,9823,1,1,1,1
OG0012296,9824,1,1,1,1
OG0012297,9825,1,1,1,1
OG0012298,9826,1,1,1,1
OG0012299,9827,1,1,1,1
OG0012300,9828,1,1,1,1
OG0012301,9829,1,1,1,1
OG0012303,9830,1,1,1,1
OG0012304,9831,1,1,1,1
OG0012305,9832,1,1,1,1
OG0012306,9833,1,1,1,1
OG0012307,9834,1,1,1,1
OG0012309,9835,1,1,1,1
OG0012310,9836,1,1,1,1
OG0012311,9837,1,1,1,1
OG0012312,9838,1,1,1,1
OG0012313,9839,1,1,1,1
OG0012314,9840,1,1,1,1
OG0012315,9841,1,1,1,1
OG0012316,9842,1,1,1,1
OG0012317,9843,1,1,1,1
OG0012318,9844,1,1,1,1
OG0012319,9845,0,1,1,2
OG0012320,9846,1,1,1,1
OG0012321,9847,1,1,1,1
OG0012322,9848,1,1,1,1
OG0012323,9849,1,1,1,1
OG0012324,9850,1,1,1,1
OG0012325,9851,1,1,1,1
OG0012326,9852,1,1,1,1
OG0012327,9853,1,1,1,1
OG0012328,9854,1,1,1,1
OG0012329,9855,1,0,1,2
OG0012330,9856,1,1,1,1
OG0012331,9857,1,1,1,1
OG0012332,9858,1,1,1,1
OG0012333,9859,1,1,1,1
OG0012334,9860,1,1,1,1
OG0012335,9861,1,1,1,1
OG0012336,9862,1,1,1,1
OG0012338,9863,1,1,1,1
OG0012339,9864,1,1,1,1
OG0012340,9865,1,1,1,1
OG0012342,9866,1,1,1,1
OG0012343,9867,1,1,1,1
OG0012344,9868,1,1,1,1
OG0012345,9869,1,1,1,1
OG0012346,9870,1,1,1,1
OG0012347,9871,1,1,1,1
OG0012348,9872,1,1,1,1
OG0012349,9873,1,1,1,1
OG0012350,9874,1,1,1,1
OG0012351,9875,1,1,1,1
OG0012352,9876,1,1,1,1
OG0012355,9877,1,1,1,1
OG0012356,9878,1,1,1,1
OG0012357,9879,1,1,1,1
OG0012358,9880,1,1,1,1
OG0012359,9881,1,1,1,1
OG0012360,9882,1,1,1,1
OG0012361,9883,1,1,1,1
OG0012362,9884,1,1,1,1
OG0012363,9885,1,1,1,1
OG0012364,9886,1,1,1,1
OG0012365,9887,1,1,1,1
OG0012366,9888,1,1,1,1
OG0012367,9889,1,1,1,1
OG0012368,9890,1,1,1,1
OG0012369,9891,1,1,1,1
OG0012370,9892,1,1,1,1
OG0012372,9893,1,1,1,1
OG0012373,9894,1,1,1,1
OG0012375,9895,1,1,1,1
OG0012376,9896,1,1,1,1
OG0012377,9897,1,1,1,1
OG0012378,9898,1,1,1,1
OG0012380,9899,2,0,1,1
OG0012381,9900,1,1,1,1
OG0012382,9901,1,1,1,1
OG0012383,9902,1,1,1,1
OG0012384,9903,1,1,1,1
OG0012385,9904,1,1,1,1
OG0012386,9905,1,1,1,1
OG0012387,9906,1,1,1,1
OG0012388,9907,1,1,1,1
OG0012389,9908,0,0,2,2
OG0012390,9909,1,1,1,1
OG0012391,9910,1,1,1,1
OG0012392,9911,1,1,1,1
OG0012393,9912,1,1,1,1
OG0012394,9913,1,1,1,1
OG0012395,9914,1,1,1,1
OG0012396,9915,1,1,1,1
OG0012397,9916,1,1,1,1
OG0012398,9917,1,1,1,1
OG0012399,9918,1,1,1,1
OG0012400,9919,1,1,1,1
OG0012401,9920,1,1,1,1
OG0012402,9921,1,1,1,1
OG0012403,9922,1,1,1,1
OG0012404,9923,1,1,1,1
OG0012405,9924,1,1,1,1
OG0012406,9925,1,1,1,1
OG0012407,9926,1,1,1,1
OG0012408,9927,1,1,1,1
OG0012410,9928,1,1,1,1
OG0012411,9929,1,1,1,1
OG0012412,9930,1,1,1,1
OG0012413,9931,1,1,1,1
OG0012414,9932,1,1,1,1
OG0012415,9933,0,1,2,1
OG0012416,9934,1,1,1,1
OG0012417,9935,1,1,1,1
OG0012418,9936,1,1,1,1
OG0012419,9937,1,0,2,1
OG0012421,9938,0,1,2,1
OG0012422,9939,1,1,1,1
OG0012423,9940,1,1,1,1
OG0012424,9941,1,1,1,1
OG0012425,9942,1,1,1,1
OG0012426,9943,1,1,1,1
OG0012427,9944,2,0,1,1
OG0012428,9945,1,1,1,1
OG0012429,9946,1,1,1,1
OG0012430,9947,1,1,1,1
OG0012432,9948,1,1,1,1
OG0012434,9949,1,1,1,1
OG0012435,9950,1,1,1,1
OG0012436,9951,1,1,1,1
OG0012437,9952,1,1,1,1
OG0012438,9953,1,1,1,1
OG0012439,9954,1,1,1,1
OG0012442,9955,1,1,1,1
OG0012443,9956,1,1,1,1
OG0012444,9957,1,1,1,1
OG0012445,9958,1,1,1,1
OG0012446,9959,1,1,1,1
OG0012447,9960,1,1,1,1
OG0012448,9961,1,1,1,1
OG0012449,9962,1,1,1,1
OG0012450,9963,1,1,1,1
OG0012451,9964,1,1,1,1
OG0012452,9965,1,1,1,1
OG0012453,9966,1,1,1,1
OG0012454,9967,1,1,1,1
OG0012455,9968,1,1,1,1
OG0012456,9969,1,1,1,1
OG0012457,9970,1,1,1,1
OG0012458,9971,1,1,1,1
OG0012459,9972,1,1,1,1
OG0012460,9973,1,1,1,1
OG0012461,9974,1,0,1,1
OG0012462,9975,1,1,1,1
OG0012463,9976,1,1,1,1
OG0012464,9977,1,1,1,1
OG0012465,9978,1,1,1,1
OG0012466,9979,1,1,1,1
OG0012467,9980,1,1,1,1
OG0012468,9981,1,1,1,1
OG0012469,9982,1,1,1,1
OG0012470,9983,1,1,1,1
OG0012471,9984,1,1,1,1
OG0012472,9985,1,1,1,1
OG0012473,9986,0,1,1,2
OG0012474,9987,1,1,1,1
OG0012476,9988,1,1,1,1
OG0012477,9989,1,0,1,2
OG0012478,9990,1,1,1,1
OG0012479,9991,1,1,1,1
OG0012480,9992,1,0,1,1
OG0012481,9993,1,1,1,1
OG0012482,9994,0,1,1,1
OG0012483,9995,1,1,1,1
OG0012484,9996,1,1,1,1
OG0012485,9997,1,1,1,1
OG0012486,9998,1,1,1,1
OG0012487,9999,0,0,3,1
OG0012488,10000,1,1,1,1
OG0012489,10001,1,1,1,1
OG0012490,10002,1,1,1,1
OG0012491,10003,1,1,1,1
OG0012492,10004,1,1,1,1
OG0012493,10005,1,1,1,1
OG0012494,10006,1,1,1,1
OG0012495,10007,1,1,1,1
OG0012496,10008,1,1,1,1
OG0012497,10009,1,1,1,1
OG0012498,10010,1,1,1,1
OG0012499,10011,1,1,1,1
OG0012500,10012,1,1,1,1
OG0012501,10013,1,1,1,1
OG0012502,10014,1,1,1,1
OG0012503,10015,1,1,1,1
OG0012504,10016,1,1,1,1
