DESCRIPTION,FAMILY_ID,Arabidopsis,Cacao,Peach,Castor bean,Cassava,Poplar,Rice,Brachypodium,Sorghum,Setaria,Banana,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir,Moss
OG0005333,4073,1,1,1,1,2,2,2,2,2,2,3,3,0,2,0,0
OG0005334,4074,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,1
OG0005335,4075,1,1,3,2,2,1,1,1,1,2,1,2,1,3,1,1
OG0005336,4076,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1
OG0005337,4077,4,2,2,2,2,3,1,1,1,1,3,0,0,2,0,0
OG0005338,4078,1,2,1,1,1,2,0,1,1,1,1,2,1,2,1,1
OG0005339,4079,2,2,3,2,1,3,1,2,1,1,1,1,0,1,1,0
OG0005340,4080,1,1,1,2,2,3,1,2,2,2,2,1,1,2,0,1
OG0005341,4081,1,1,1,1,2,1,1,1,1,1,2,1,5,2,1,1
OG0005342,4082,2,2,2,1,4,3,2,1,1,1,1,0,1,1,1,2
OG0005343,4083,3,2,2,2,2,2,1,1,2,2,1,1,1,1,1,0
OG0005344,4084,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1
OG0005345,4085,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,11
OG0005346,4086,1,1,1,1,1,2,1,2,2,2,1,1,3,1,1,2
OG0005347,4087,2,1,1,1,2,1,2,2,1,1,3,1,1,2,1,0
OG0005348,4088,1,1,1,1,2,1,1,2,1,1,1,2,1,5,0,2
OG0005349,4089,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,4
OG0005350,4090,3,1,1,1,1,2,1,1,1,1,2,3,2,2,3,0
OG0005351,4091,2,1,1,1,1,2,2,2,2,1,1,2,4,1,0,0
OG0005352,4092,1,1,1,1,1,3,2,2,3,3,2,0,0,1,1,2
OG0005353,4093,2,2,2,2,2,3,2,2,2,2,2,0,0,0,0,1
OG0005354,4094,1,3,1,1,2,7,2,1,1,1,2,0,1,1,0,1
OG0005355,4095,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2
OG0005356,4096,2,1,1,2,2,2,1,1,1,2,2,2,3,1,1,1
OG0005357,4097,4,2,2,2,3,4,1,1,1,1,4,0,0,0,0,0
OG0005358,4098,1,2,2,2,1,3,0,0,0,0,2,3,0,2,1,1
OG0005359,4099,1,1,1,1,2,1,1,1,1,2,1,0,1,5,0,2
OG0005360,4100,1,2,1,2,2,5,1,1,2,1,2,0,0,1,0,4
OG0005361,4101,2,1,1,1,1,1,1,2,3,1,1,2,0,3,0,2
OG0005362,4102,1,1,1,1,1,2,2,2,2,1,2,2,1,4,1,1
OG0005363,4103,1,1,1,1,1,2,1,1,4,4,2,1,1,1,1,1
OG0005364,4104,2,1,1,1,0,2,4,4,3,3,4,0,0,0,0,0
OG0005365,4105,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2
OG0005366,4106,1,1,1,1,2,2,0,0,0,0,3,2,3,3,3,2
OG0005367,4107,1,1,1,1,1,1,2,2,2,2,1,1,1,3,2,1
OG0005368,4108,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1
OG0005369,4109,1,1,1,1,1,1,1,1,1,1,1,0,1,8,1,1
OG0005370,4110,2,1,4,1,1,3,1,1,2,1,1,2,1,1,1,1
OG0005371,4111,1,1,1,1,1,3,2,1,1,1,1,0,1,7,1,1
OG0005372,4112,3,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1
OG0005373,4113,1,1,1,1,2,2,1,1,1,1,2,1,1,1,0,1
OG0005374,4114,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2
OG0005375,4115,1,1,1,1,2,2,2,3,5,5,1,0,0,0,0,0
OG0005376,4116,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,3
OG0005377,4117,4,2,2,2,4,3,1,1,1,1,4,0,0,0,0,0
OG0005378,4118,2,2,1,0,3,2,2,3,2,1,5,0,0,1,0,0
OG0005379,4119,3,2,2,2,3,4,1,1,1,1,4,0,0,1,0,0
OG0005380,4120,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,0
OG0005381,4121,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,3
OG0005382,4122,2,1,1,1,1,2,1,1,1,2,2,3,1,2,1,3
OG0005383,4123,4,2,2,2,3,4,1,1,1,1,4,0,0,0,0,0
OG0005384,4124,1,1,1,1,1,2,1,1,1,1,1,3,1,1,0,2
OG0005385,4125,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,3
OG0005386,4126,1,1,1,1,1,1,1,1,1,1,0,3,1,1,5,0
OG0005387,4127,1,1,1,1,1,2,1,1,1,1,2,0,2,4,0,1
OG0005388,4128,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2
OG0005389,4129,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,3
OG0005390,4130,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2
OG0005391,4131,1,1,1,1,2,2,1,1,1,2,1,1,1,5,0,1
OG0005392,4132,1,1,1,1,1,1,1,1,1,1,1,3,0,1,2,1
OG0005393,4133,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
OG0005394,4134,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1
OG0005395,4135,1,1,1,1,1,2,2,2,2,2,2,0,1,2,1,4
OG0005396,4136,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,4
OG0005397,4137,2,1,1,2,3,4,1,1,1,1,6,0,0,0,0,0
OG0005398,4138,1,1,1,1,2,1,2,2,3,2,2,0,1,1,1,2
OG0005399,4139,1,2,1,1,2,2,1,1,1,1,1,1,1,3,1,2
OG0005400,4140,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,2
OG0005401,4141,1,1,2,1,1,2,2,1,2,2,2,2,0,2,1,2
OG0005402,4142,1,1,3,1,1,1,1,1,1,1,2,1,1,3,1,2
OG0005403,4143,1,2,1,1,2,1,1,2,2,6,2,0,1,1,1,1
OG0005404,4144,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2
OG0005405,4145,2,2,2,2,3,2,0,0,0,0,2,2,2,3,2,0
OG0005406,4146,1,1,1,1,2,2,2,1,2,3,3,1,0,2,2,0
OG0005407,4147,2,2,1,1,2,2,1,1,1,1,3,1,1,2,1,0
OG0005408,4148,1,1,1,2,1,3,1,2,1,1,1,2,2,3,1,2
OG0005409,4149,1,1,1,2,1,2,1,3,1,2,2,1,3,1,1,1
OG0005410,4150,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1
OG0005411,4151,2,1,1,1,2,2,3,3,2,1,2,1,0,1,0,0
OG0005412,4152,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1
OG0005413,4153,1,1,1,1,1,1,2,1,1,1,2,2,3,2,2,1
OG0005414,4154,1,1,1,1,3,3,2,2,2,2,2,1,1,2,0,1
OG0005415,4155,2,1,1,1,2,3,1,1,1,1,2,1,1,2,1,3
OG0005416,4156,1,1,1,1,2,2,1,1,1,1,2,1,1,1,0,6
OG0005417,4157,2,1,1,1,2,1,2,2,1,2,4,1,1,1,1,2
OG0005419,4158,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2
OG0005420,4159,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,2
OG0005421,4160,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2
OG0005422,4161,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1
OG0005423,4162,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
OG0005424,4163,2,1,1,1,1,2,1,1,2,1,0,1,1,3,1,1
OG0005425,4164,1,2,2,2,3,4,1,1,1,1,3,1,0,1,1,0
OG0005426,4165,1,1,1,1,2,2,0,2,2,2,2,1,1,2,2,2
OG0005427,4166,1,1,1,1,2,2,1,1,1,1,2,1,0,1,1,2
OG0005428,4167,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,2
OG0005429,4168,2,2,1,1,2,2,1,1,1,1,2,1,1,4,1,2
OG0005430,4169,1,1,1,1,1,1,1,2,2,2,2,3,3,2,0,1
OG0005431,4170,2,1,1,1,2,2,0,1,2,2,2,1,1,2,1,2
OG0005432,4171,2,1,1,1,2,3,1,3,1,1,2,1,1,2,1,2
OG0005433,4172,1,1,1,1,1,1,2,1,1,1,1,2,2,2,5,1
OG0005434,4173,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2
OG0005435,4174,3,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1
OG0005436,4175,2,1,2,1,2,3,2,2,1,1,1,1,0,3,1,1
OG0005437,4176,1,1,2,1,1,2,1,1,1,1,0,1,5,2,2,3
OG0005438,4177,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,3
OG0005439,4178,1,2,2,1,2,2,1,2,2,2,1,2,2,1,0,2
OG0005440,4179,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1
OG0005441,4180,1,1,1,1,1,1,1,1,1,1,1,5,1,1,0,1
OG0005442,4181,1,1,0,1,2,2,1,1,1,1,1,6,1,4,1,0
OG0005443,4182,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,2
OG0005444,4183,1,1,1,1,1,1,1,1,3,2,1,2,3,1,2,1
OG0005445,4184,2,1,1,1,2,2,1,2,2,3,2,1,1,1,1,2
OG0005446,4185,2,1,1,1,1,2,2,2,2,2,1,2,2,2,0,2
OG0005447,4186,1,2,1,2,1,3,1,1,1,1,1,4,3,1,1,0
OG0005448,4187,2,1,2,2,2,3,2,1,3,1,1,1,2,1,0,1
OG0005449,4188,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,1
OG0005450,4189,1,1,1,1,1,1,2,1,2,3,1,3,3,1,2,1
OG0005451,4190,1,1,1,1,1,2,0,1,1,1,2,2,1,3,3,1
OG0005452,4191,2,1,1,1,2,3,1,1,1,1,6,1,0,1,0,2
OG0005453,4192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
OG0005454,4193,1,2,1,2,1,3,2,1,1,2,1,3,2,1,1,1
OG0005455,4194,1,1,1,1,1,2,1,1,2,2,2,3,2,1,1,1
OG0005456,4195,3,2,2,1,3,1,1,1,1,1,2,1,1,1,1,2
OG0005457,4196,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1
OG0005458,4197,1,1,2,1,2,2,2,1,1,1,1,1,2,2,4,1
OG0005459,4198,2,2,2,2,3,2,1,1,1,1,2,0,1,1,1,3
OG0005460,4199,2,1,1,1,2,3,1,1,1,1,2,1,1,3,1,1
OG0005461,4200,1,1,2,1,1,2,1,1,1,1,3,2,1,2,1,2
OG0005462,4201,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,3
OG0005463,4202,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,4
OG0005464,4203,1,1,1,1,2,2,1,1,1,1,2,3,1,2,2,1
OG0005465,4204,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1
OG0005466,4205,1,1,1,1,2,2,1,1,1,2,2,3,2,2,2,1
OG0005467,4206,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1
OG0005468,4207,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1
OG0005469,4208,1,1,1,1,3,2,1,1,1,1,1,1,6,1,2,1
OG0005470,4209,2,1,1,1,1,2,2,2,2,2,3,1,1,1,0,1
OG0005471,4210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2
OG0005472,4211,1,1,1,1,1,1,0,1,1,1,1,4,1,1,1,2
OG0005473,4212,1,1,1,1,2,2,1,1,1,2,4,1,1,3,0,2
OG0005474,4213,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2
OG0005475,4214,1,1,1,1,2,1,1,2,2,1,1,2,3,2,2,2
OG0005476,4215,1,1,1,1,2,2,2,2,1,2,2,0,2,2,2,2
OG0005477,4216,2,1,1,1,3,3,4,3,4,1,2,0,0,0,0,0
OG0005478,4217,1,1,2,1,1,2,2,1,1,1,1,0,3,2,0,3
OG0005479,4218,1,1,1,1,2,1,1,1,1,1,2,3,1,1,0,2
OG0005480,4219,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,3
OG0005482,4220,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2
OG0005483,4221,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,2
OG0005484,4222,1,1,1,1,1,2,2,2,1,2,3,1,1,1,1,1
OG0005485,4223,1,1,2,1,2,1,2,2,2,2,2,1,0,1,1,2
OG0005486,4224,2,3,2,2,4,3,0,0,0,0,3,1,1,1,1,2
OG0005487,4225,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,1
OG0005488,4226,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1
OG0005489,4227,2,2,2,2,4,1,2,2,2,2,4,0,0,0,0,0
OG0005490,4228,1,2,2,2,1,4,2,2,2,2,2,0,0,0,0,2
OG0005491,4229,1,2,1,2,4,3,2,2,2,1,5,0,0,0,0,0
OG0005492,4230,1,1,2,1,2,3,3,1,1,1,1,1,1,2,0,4
OG0005493,4231,1,1,2,2,1,3,2,2,2,2,1,1,1,1,1,2
OG0005494,4232,1,1,1,1,1,2,1,1,2,1,2,3,1,1,3,1
OG0005495,4233,1,1,1,1,1,3,1,1,1,0,3,1,1,4,1,4
OG0005496,4234,1,1,1,1,1,2,1,1,1,1,1,0,1,1,2,1
OG0005497,4235,1,1,1,1,2,2,2,2,2,2,2,0,0,2,1,3
OG0005498,4236,1,1,1,1,2,1,1,1,2,1,2,0,1,4,2,3
OG0005499,4237,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
OG0005500,4238,2,1,1,1,1,2,1,2,1,1,2,2,4,2,1,1
OG0005501,4239,1,1,2,2,1,6,0,1,1,1,2,1,1,1,1,1
OG0005502,4240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0005503,4241,1,1,1,1,2,2,1,1,2,1,1,1,3,2,1,1
OG0005504,4242,1,1,3,1,3,2,1,1,1,1,2,1,0,4,1,2
OG0005505,4243,1,1,1,1,1,1,1,1,2,1,2,1,0,2,2,2
OG0005506,4244,1,1,1,1,1,6,2,1,2,2,3,0,0,0,1,2
OG0005507,4245,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2
OG0005508,4246,1,1,1,1,2,1,1,1,1,1,1,3,1,2,2,2
OG0005509,4247,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1
OG0005510,4248,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
OG0005511,4249,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2
OG0005512,4250,1,1,2,1,2,2,1,1,1,1,1,4,1,3,1,0
OG0005513,4251,1,2,1,1,1,2,1,1,1,1,2,2,3,1,1,3
OG0005515,4252,0,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1
OG0005524,4253,0,0,1,2,1,2,0,1,1,1,0,4,2,3,1,0
OG0005527,4254,0,2,2,2,3,3,2,0,2,2,2,2,0,2,1,0
OG0005551,4255,1,1,0,0,1,3,4,3,3,1,0,0,2,0,0,1
OG0005552,4256,1,1,1,0,1,1,1,0,0,0,0,2,2,2,1,1
OG0005553,4257,3,2,1,1,1,1,1,1,1,2,1,1,2,3,1,1
OG0005554,4258,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1
OG0005555,4259,2,2,4,2,5,3,1,2,1,1,1,0,0,0,0,0
OG0005556,4260,7,1,1,1,1,2,2,2,2,2,2,0,0,0,0,1
OG0005557,4261,2,1,1,1,1,1,2,2,2,2,2,1,2,1,0,2
OG0005558,4262,1,1,1,1,1,1,2,1,1,2,2,1,2,1,0,1
OG0005559,4263,3,2,2,1,1,2,1,1,1,1,3,0,0,0,0,6
OG0005560,4264,2,1,1,1,2,1,2,2,2,2,1,0,1,1,1,3
OG0005561,4265,1,1,1,1,1,8,0,1,1,1,2,1,1,1,1,2
OG0005562,4266,2,1,1,1,2,2,2,1,1,1,1,2,2,3,1,1
OG0005563,4267,1,3,0,3,2,1,1,1,1,1,1,3,1,2,1,1
OG0005564,4268,1,2,2,2,2,2,3,2,2,1,2,0,1,1,0,1
OG0005565,4269,2,1,1,1,1,2,1,1,1,1,1,1,3,2,1,2
OG0005566,4270,1,1,1,1,2,2,1,1,1,1,1,0,2,2,1,2
OG0005567,4271,1,1,1,1,2,2,2,2,2,1,1,0,1,1,1,2
OG0005568,4272,1,1,2,1,1,1,1,2,1,1,1,0,2,3,2,2
OG0005569,4273,2,1,1,1,2,2,2,2,2,2,3,1,1,1,1,0
OG0005570,4274,1,1,1,0,1,1,1,1,1,1,0,2,2,6,2,3
OG0005571,4275,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1
OG0005572,4276,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1
OG0005573,4277,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2
OG0005574,4278,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2
OG0005575,4279,2,1,2,2,2,1,1,1,1,1,2,1,1,3,0,3
OG0005576,4280,2,2,0,2,2,4,2,2,3,2,0,0,0,2,0,0
OG0005577,4281,2,1,2,1,1,1,1,1,1,1,1,0,2,1,0,1
OG0005578,4282,1,1,1,1,2,1,1,1,1,1,1,0,1,4,2,1
OG0005579,4283,1,1,1,1,1,2,1,0,1,1,1,2,1,2,2,3
OG0005580,4284,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,0
OG0005581,4285,1,1,1,1,2,1,2,2,2,2,1,0,1,4,1,2
OG0005582,4286,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2
OG0005584,4287,2,1,1,1,1,3,1,1,1,1,2,0,0,1,1,2
OG0005585,4288,2,1,1,1,2,2,3,3,3,2,4,0,0,0,0,0
OG0005586,4289,1,1,1,1,2,2,0,1,1,2,3,1,1,2,1,2
OG0005587,4290,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1
OG0005588,4291,1,1,1,0,1,1,3,1,7,6,2,0,0,0,0,0
OG0005589,4292,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2
OG0005590,4293,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1
OG0005591,4294,1,1,1,1,2,2,1,1,1,4,3,1,1,1,1,2
OG0005592,4295,4,1,2,1,2,5,1,1,1,2,3,0,0,1,0,0
OG0005594,4296,2,1,2,1,2,2,2,2,2,2,2,0,1,0,1,2
OG0005595,4297,3,1,1,1,2,2,3,2,3,2,3,0,0,1,0,0
OG0005596,4298,1,1,1,1,1,2,1,1,1,1,2,4,1,1,1,1
OG0005597,4299,2,2,2,1,3,4,1,1,3,1,1,0,0,2,0,0
OG0005598,4300,4,3,3,1,0,4,2,2,1,1,2,0,0,0,0,0
OG0005599,4301,3,1,3,0,3,2,2,2,2,2,4,0,0,0,0,0
OG0005600,4302,2,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1
OG0005601,4303,1,1,1,1,1,2,0,1,1,1,2,6,2,2,1,1
OG0005602,4304,1,1,1,1,1,1,1,1,1,1,2,0,1,3,1,2
OG0005603,4305,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1
OG0005604,4306,2,1,2,1,2,1,2,2,3,2,2,0,1,1,1,1
OG0005605,4307,2,1,1,2,1,1,1,2,1,1,2,1,1,3,1,1
OG0005606,4308,1,2,2,2,3,3,1,1,1,1,2,0,0,2,1,2
OG0005607,4309,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1
OG0005608,4310,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1
OG0005609,4311,1,1,3,1,2,2,1,2,1,1,1,1,1,1,5,0
OG0005610,4312,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1
OG0005612,4313,3,1,2,1,2,2,1,2,2,2,1,0,0,1,0,0
OG0005613,4314,2,1,1,1,2,2,1,2,1,1,1,1,3,1,1,2
OG0005614,4315,1,1,1,1,1,1,1,1,2,1,3,2,1,1,2,1
OG0005615,4316,2,1,1,1,1,2,1,1,1,1,5,1,0,1,1,4
OG0005616,4317,1,1,1,1,1,2,1,1,1,1,3,2,2,2,2,2
OG0005617,4318,1,2,1,1,2,1,2,2,2,2,2,1,1,2,0,2
OG0005618,4319,2,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1
OG0005619,4320,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2
OG0005620,4321,1,1,1,0,2,2,3,5,1,0,1,0,4,1,0,0
OG0005621,4322,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,3
OG0005622,4323,1,1,1,1,2,1,1,1,1,1,2,1,0,7,1,1
OG0005623,4324,1,1,1,1,2,2,2,1,2,1,1,0,1,2,2,1
OG0005624,4325,1,1,1,1,1,1,2,4,2,2,1,1,1,2,1,1
OG0005625,4326,2,1,1,1,1,2,2,2,2,2,2,1,0,2,1,1
OG0005626,4327,2,1,1,1,1,2,1,1,1,1,2,1,3,1,1,3
OG0005627,4328,2,1,1,1,1,1,1,1,1,1,1,0,2,4,1,0
OG0005628,4329,3,1,1,1,1,2,1,1,1,1,3,2,1,1,2,1
OG0005629,4330,2,1,1,1,1,2,2,2,2,2,3,1,1,1,1,0
OG0005630,4331,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1
OG0005631,4332,1,1,1,1,1,2,1,1,1,1,1,2,1,5,1,3
OG0005632,4333,1,1,1,1,1,2,2,1,1,1,1,2,3,2,2,1
OG0005633,4334,3,3,2,2,4,3,1,1,1,2,2,0,0,0,0,0
OG0005634,4335,1,1,1,2,1,2,1,1,1,1,1,1,3,2,1,1
OG0005635,4336,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1
OG0005636,4337,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0
OG0005637,4338,1,1,1,1,1,2,1,1,1,1,2,0,2,3,1,1
OG0005638,4339,2,2,1,3,6,4,1,1,1,1,0,0,0,0,0,0
OG0005639,4340,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2
OG0005640,4341,1,2,2,1,1,4,1,1,1,1,1,1,2,1,1,0
OG0005641,4342,1,1,1,2,1,1,1,1,1,1,2,1,0,1,0,9
OG0005642,4343,1,1,1,1,1,2,1,2,2,2,1,3,1,2,1,1
OG0005643,4344,3,1,1,1,1,2,2,3,2,1,7,0,0,0,0,0
OG0005644,4345,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
OG0005645,4346,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,3
OG0005646,4347,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,3
OG0005647,4348,1,1,1,3,1,2,1,1,1,1,2,1,1,3,1,2
OG0005648,4349,3,1,2,1,1,1,1,1,1,1,3,0,3,1,0,0
OG0005649,4350,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1
OG0005650,4351,1,1,1,1,2,1,2,2,2,2,1,1,0,2,0,3
OG0005652,4352,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,3
OG0005653,4353,2,1,1,1,1,1,2,2,2,4,1,2,1,1,1,1
OG0005654,4354,1,1,1,1,1,1,1,2,1,2,1,1,0,2,1,3
OG0005655,4355,1,1,1,1,1,2,1,4,1,1,1,0,1,1,1,1
OG0005656,4356,1,1,1,2,1,1,1,1,1,1,2,1,2,5,1,1
OG0005657,4357,1,1,2,2,2,2,2,1,1,3,2,0,1,1,0,3
OG0005658,4358,2,1,1,1,2,2,2,2,2,2,4,0,3,0,0,0
OG0005659,4359,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2
OG0005660,4360,2,1,1,1,2,2,2,2,2,2,2,0,1,0,1,2
OG0005661,4361,2,1,1,1,1,1,2,2,2,2,1,2,0,3,1,1
OG0005662,4362,1,1,1,1,1,2,3,2,3,1,1,0,2,2,0,2
OG0005663,4363,1,1,1,1,2,1,2,2,2,2,2,0,1,2,0,3
OG0005664,4364,1,1,2,1,1,1,2,3,2,2,2,1,0,1,1,2
OG0005665,4365,1,1,1,1,1,2,1,2,2,2,2,1,1,1,3,0
OG0005666,4366,1,2,3,2,3,3,1,1,1,1,2,0,0,0,0,4
OG0005667,4367,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1
OG0005668,4368,1,1,1,1,2,2,4,3,3,4,2,0,0,0,0,0
OG0005669,4369,3,2,2,2,2,3,0,1,1,1,2,0,1,1,2,1
OG0005670,4370,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,2
OG0005671,4371,1,1,1,1,2,1,2,2,2,1,1,3,0,1,5,0
OG0005672,4372,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,3
OG0005673,4373,2,2,2,2,2,3,2,2,3,2,1,0,0,0,0,0
OG0005674,4374,2,1,1,1,2,2,1,1,1,1,1,1,2,1,3,1
OG0005675,4375,2,1,1,0,1,1,1,1,1,1,1,1,4,1,1,1
OG0005676,4376,1,1,1,1,2,2,1,1,1,1,2,2,0,2,1,1
OG0005677,4377,1,1,1,1,2,2,2,1,1,0,2,2,3,2,1,2
OG0005678,4378,2,1,1,1,2,2,1,2,2,2,2,1,0,2,1,2
OG0005679,4379,2,1,1,1,2,2,0,1,2,1,1,2,2,2,2,2
OG0005680,4380,2,1,1,1,3,2,1,2,1,2,4,2,0,1,0,0
OG0005681,4381,3,1,1,1,2,2,1,1,2,2,2,2,0,2,2,0
OG0005682,4382,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1
OG0005683,4383,1,1,1,1,1,2,1,1,1,2,0,3,3,1,1,2
OG0005684,4384,1,1,2,1,1,2,1,1,1,4,1,1,1,3,1,1
OG0005685,4385,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3
OG0005686,4386,2,2,2,2,3,2,1,1,1,1,1,1,1,2,0,2
OG0005687,4387,1,2,1,1,2,2,2,2,4,2,3,0,1,1,0,0
OG0005688,4388,1,2,1,1,1,2,1,1,1,1,2,2,1,2,3,2
OG0005689,4389,1,1,1,1,2,1,1,1,2,1,2,1,0,1,0,1
OG0005690,4390,1,1,1,1,2,2,1,1,1,1,2,1,1,3,2,2
OG0005691,4391,1,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1
OG0005692,4392,2,1,1,1,2,4,1,1,1,1,2,2,1,2,1,1
OG0005693,4393,1,1,1,1,2,2,1,1,1,1,3,1,1,1,0,2
OG0005694,4394,2,1,2,2,2,2,1,1,2,2,1,1,2,1,0,0
OG0005695,4395,2,2,2,2,3,4,2,1,2,2,2,0,0,0,0,0
OG0005696,4396,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2
OG0005697,4397,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,1
OG0005698,4398,1,1,1,1,1,1,1,1,1,1,1,4,1,6,1,1
OG0005699,4399,1,1,1,1,2,2,3,3,3,2,4,0,0,0,0,0
OG0005700,4400,1,1,1,2,1,1,1,2,1,1,3,1,1,3,1,1
OG0005701,4401,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,0
OG0005702,4402,2,1,1,1,2,1,1,1,1,1,2,1,1,2,0,4
OG0005703,4403,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
OG0005704,4404,2,1,1,1,2,2,2,2,2,2,1,0,1,1,1,3
OG0005705,4405,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2
OG0005706,4406,1,2,1,1,1,2,0,0,0,1,2,4,6,1,0,0
OG0005707,4407,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1
OG0005708,4408,2,1,2,1,1,1,1,1,1,1,1,0,0,8,1,1
OG0005709,4409,1,1,1,1,2,1,2,2,2,2,1,0,1,1,1,1
OG0005710,4410,1,1,1,1,2,2,2,1,1,2,2,1,0,2,1,2
